Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
0.7272727272727273,0,0.30000000000000004,0.2857142857142857,1,0.0,0.6000000000000001,1
0.9090909090909092,1,0.1,0.2857142857142857,1,0.0,0.0,1
0.7272727272727273,1,0.2,0.42857142857142855,1,0.2,0.2,1
0.4545454545454546,1,0.30000000000000004,0.42857142857142855,1,0.4666666666666667,0.6000000000000001,1
0.9090909090909092,0,0.30000000000000004,0.0,0,0.4,0.6000000000000001,1
0.4545454545454546,0,0.1,0.0,1,0.0,0.1,1
0.4545454545454546,1,0.8,0.7142857142857142,0,0.8666666666666667,0.5,0
0.18181818181818182,1,0.9,0.42857142857142855,0,1.0,0.30000000000000004,0
0.5454545454545454,1,0.30000000000000004,0.2857142857142857,1,0.5333333333333333,0.2,1
0.36363636363636365,0,0.9,0.5714285714285714,0,0.4666666666666667,1.0,0
0.0,0,0.7000000000000001,0.42857142857142855,0,0.5333333333333333,1.0,0
0.9090909090909092,1,0.0,0.0,1,0.13333333333333333,0.5,1
0.4545454545454546,0,0.9,1.0,0,0.8,0.5,0
0.09090909090909091,0,0.4,0.8571428571428571,0,0.3333333333333333,0.7000000000000001,0
0.4545454545454546,1,0.0,0.0,1,0.26666666666666666,0.5,1
0.2727272727272727,0,0.8,0.42857142857142855,0,0.4666666666666667,0.6000000000000001,0
0.2727272727272727,0,0.8,0.42857142857142855,0,0.4,0.30000000000000004,0
0.7272727272727273,1,0.5,0.14285714285714285,1,0.3333333333333333,0.6000000000000001,1
0.36363636363636365,1,0.0,0.0,1,0.4,0.4,1
0.8181818181818182,1,0.1,0.0,1,0.6,0.6000000000000001,1
0.2727272727272727,0,0.4,0.8571428571428571,1,0.4,0.4,0
0.8181818181818182,1,0.2,0.0,0,0.3333333333333333,0.1,1
0.7272727272727273,0,0.1,0.2857142857142857,0,0.0,0.4,1
0.6363636363636364,1,0.5,0.5714285714285714,0,0.13333333333333333,0.6000000000000001,1
0.5454545454545454,0,0.1,0.42857142857142855,1,0.13333333333333333,0.0,1
0.4545454545454546,1,0.6000000000000001,0.14285714285714285,0,0.26666666666666666,0.5,1
0.5454545454545454,0,0.8,0.42857142857142855,0,0.3333333333333333,0.9,0
0.7272727272727273,1,0.4,0.5714285714285714,1,0.4,0.6000000000000001,1
0.4545454545454546,0,0.6000000000000001,0.8571428571428571,0,0.4666666666666667,0.7000000000000001,0
1.0,1,0.30000000000000004,0.5714285714285714,0,0.2,0.4,1
0.6363636363636364,1,0.0,0.5714285714285714,1,0.6,0.5,1
0.2727272727272727,0,1.0,0.5714285714285714,0,0.9333333333333333,1.0,0
0.36363636363636365,0,1.0,0.5714285714285714,0,1.0,0.6000000000000001,0
0.36363636363636365,1,0.0,0.0,1,0.26666666666666666,0.30000000000000004,1
0.0,1,0.5,0.7142857142857142,0,0.4,0.7000000000000001,0
0.09090909090909091,0,0.4,0.5714285714285714,0,0.9333333333333333,0.4,0
0.36363636363636365,0,0.6000000000000001,0.42857142857142855,1,0.06666666666666667,0.4,1
0.36363636363636365,0,0.4,1.0,1,0.5333333333333333,0.4,0
0.0,0,0.6000000000000001,0.42857142857142855,1,0.5333333333333333,0.4,0
0.5454545454545454,0,1.0,1.0,0,0.7333333333333333,0.7000000000000001,0
0.0,0,0.9,0.42857142857142855,0,0.5333333333333333,1.0,0
0.4545454545454546,0,0.6000000000000001,0.42857142857142855,0,0.8666666666666667,0.5,0
1.0,1,0.5,0.42857142857142855,1,0.26666666666666666,0.4,1
0.2727272727272727,0,0.6000000000000001,1.0,1,0.7333333333333333,1.0,0
0.5454545454545454,0,0.5,0.5714285714285714,0,0.9333333333333333,0.7000000000000001,0
0.5454545454545454,0,0.6000000000000001,0.5714285714285714,1,0.8666666666666667,0.4,0
0.2727272727272727,0,0.6000000000000001,0.5714285714285714,1,0.5333333333333333,0.1,1
0.09090909090909091,0,0.8,1.0,0,0.8,1.0,0
0.0,1,0.4,0.42857142857142855,0,0.5333333333333333,0.8,0
0.4545454545454546,1,0.5,0.2857142857142857,1,0.13333333333333333,0.6000000000000001,1
0.4545454545454546,0,0.1,0.42857142857142855,1,0.2,0.30000000000000004,1
1.0,1,0.2,0.5714285714285714,1,0.5333333333333333,0.6000000000000001,1
0.2727272727272727,0,0.0,0.5714285714285714,1,0.26666666666666666,0.5,1
0.18181818181818182,1,0.7000000000000001,0.7142857142857142,0,0.8666666666666667,0.4,0
0.0,0,1.0,0.42857142857142855,0,0.6666666666666666,0.5,0
0.8181818181818182,0,0.30000000000000004,0.14285714285714285,1,0.4666666666666667,0.5,1
0.9090909090909092,1,0.1,0.42857142857142855,1,0.4666666666666667,0.1,1
0.36363636363636365,0,0.4,0.0,1,0.3333333333333333,0.6000000000000001,1
0.0,0,0.7000000000000001,1.0,0,0.4666666666666667,0.7000000000000001,0
0.36363636363636365,1,0.4,0.0,1,0.4666666666666667,0.5,1
0.6363636363636364,0,0.0,0.0,1,0.0,0.2,1
0.09090909090909091,0,0.9,0.7142857142857142,1,0.3333333333333333,0.4,0
0.18181818181818182,0,0.8,0.8571428571428571,1,0.6,0.8,0
0.36363636363636365,0,0.8,1.0,1,0.4666666666666667,0.30000000000000004,0
0.4545454545454546,0,0.4,0.7142857142857142,0,0.5333333333333333,0.8,0
0.0,0,0.5,0.8571428571428571,0,0.7333333333333333,0.4,0
0.36363636363636365,1,0.2,0.2857142857142857,1,0.0,0.5,1
0.6363636363636364,0,0.2,0.0,1,0.4,0.6000000000000001,1
0.36363636363636365,0,0.6000000000000001,0.7142857142857142,1,0.4,0.8,0
0.36363636363636365,1,0.6000000000000001,0.2857142857142857,0,0.06666666666666667,0.30000000000000004,1
0.4545454545454546,0,1.0,0.8571428571428571,0,0.9333333333333333,0.5,0
0.36363636363636365,0,0.5,0.42857142857142855,0,0.5333333333333333,1.0,0
0.09090909090909091,0,0.5,1.0,0,1.0,1.0,0
0.18181818181818182,0,1.0,0.7142857142857142,0,0.8,0.6000000000000001,0
0.5454545454545454,1,0.2,0.2857142857142857,1,0.06666666666666667,0.4,1
0.4545454545454546,0,0.4,0.14285714285714285,1,0.3333333333333333,0.4,1
0.2727272727272727,1,0.30000000000000004,0.14285714285714285,1,0.0,0.5,1
1.0,0,0.6000000000000001,0.0,1,0.4666666666666667,0.5,1
0.5454545454545454,0,0.4,0.5714285714285714,1,0.8,0.30000000000000004,0
0.36363636363636365,1,1.0,0.5714285714285714,1,0.8,0.4,0
0.09090909090909091,0,0.6000000000000001,0.7142857142857142,1,1.0,0.9,0
0.36363636363636365,1,0.2,0.2857142857142857,1,0.5333333333333333,0.6000000000000001,1
0.2727272727272727,0,0.4,0.42857142857142855,0,0.9333333333333333,0.8,0
1.0,1,0.30000000000000004,0.0,1,0.13333333333333333,0.0,1
0.09090909090909091,0,1.0,0.5714285714285714,0,0.8,0.30000000000000004,0
0.4545454545454546,1,0.4,0.42857142857142855,1,0.06666666666666667,0.2,1
0.7272727272727273,1,0.0,0.5714285714285714,0,0.3333333333333333,0.5,1
0.2727272727272727,1,0.9,0.42857142857142855,0,0.4666666666666667,0.9,0
0.6363636363636364,1,0.6000000000000001,0.14285714285714285,1,0.2,0.6000000000000001,1
0.7272727272727273,0,0.5,0.2857142857142857,1,0.06666666666666667,0.6000000000000001,1
0.09090909090909091,0,0.7000000000000001,1.0,0,0.6666666666666666,0.6000000000000001,0
0.2727272727272727,0,0.4,0.8571428571428571,0,0.9333333333333333,0.8,0
0.7272727272727273,1,0.2,0.42857142857142855,1,0.13333333333333333,0.0,1
0.36363636363636365,1,0.4,0.14285714285714285,1,0.4666666666666667,0.1,1
0.2727272727272727,0,0.0,0.0,0,0.4666666666666667,0.5,1
0.18181818181818182,0,0.4,1.0,1,0.4,0.8,0
0.18181818181818182,1,0.7000000000000001,0.7142857142857142,0,0.8,1.0,0
0.9090909090909092,1,0.4,0.42857142857142855,0,0.26666666666666666,0.4,1
0.18181818181818182,0,0.5,0.8571428571428571,0,0.9333333333333333,0.30000000000000004,0
0.9090909090909092,1,0.5,0.2857142857142857,1,0.0,0.6000000000000001,1
0.5454545454545454,0,0.4,0.42857142857142855,0,0.4,0.8,0
0.18181818181818182,0,0.9,0.7142857142857142,0,0.8,0.4,0
0.5454545454545454,1,0.4,0.0,1,0.4,0.2,1
0.7272727272727273,1,0.4,0.5714285714285714,1,0.0,0.5,1
0.7272727272727273,1,0.4,0.2857142857142857,1,0.3333333333333333,0.5,1
0.5454545454545454,0,0.8,0.8571428571428571,0,0.8,0.7000000000000001,0
0.5454545454545454,0,0.8,0.5714285714285714,0,0.4666666666666667,0.5,0
0.5454545454545454,1,0.2,0.5714285714285714,1,0.6,0.5,1
0.9090909090909092,1,0.1,0.2857142857142857,0,0.4666666666666667,0.5,1
1.0,0,0.30000000000000004,0.2857142857142857,1,0.2,0.30000000000000004,1
0.36363636363636365,0,0.5,0.42857142857142855,0,0.9333333333333333,0.30000000000000004,0
0.4545454545454546,1,0.0,0.2857142857142857,1,0.26666666666666666,0.4,1
0.5454545454545454,0,0.0,0.0,1,0.4,0.2,1
0.6363636363636364,1,0.4,0.0,1,0.5333333333333333,0.4,1
1.0,0,0.30000000000000004,0.0,1,0.3333333333333333,0.1,1
0.09090909090909091,0,0.6000000000000001,0.42857142857142855,0,1.0,0.6000000000000001,0
0.18181818181818182,0,0.4,0.8571428571428571,0,0.8,0.30000000000000004,0
0.36363636363636365,0,0.9,0.5714285714285714,0,0.6,0.30000000000000004,0
0.0,1,0.4,0.8571428571428571,0,0.8,0.30000000000000004,0
0.0,0,0.9,0.7142857142857142,0,0.4666666666666667,0.8,0
0.2727272727272727,0,0.5,0.2857142857142857,0,0.13333333333333333,0.6000000000000001,1
0.36363636363636365,1,0.0,0.14285714285714285,1,0.13333333333333333,0.6000000000000001,1
0.2727272727272727,1,0.6000000000000001,0.2857142857142857,1,0.6,0.2,1
0.36363636363636365,1,0.6000000000000001,0.42857142857142855,1,0.4,0.4,1
0.2727272727272727,1,0.2,0.2857142857142857,1,0.4666666666666667,0.5,1
0.5454545454545454,0,0.6000000000000001,0.42857142857142855,0,0.8,0.4,0
0.4545454545454546,0,0.9,0.7142857142857142,1,0.5333333333333333,0.7000000000000001,0
0.6363636363636364,1,0.6000000000000001,0.14285714285714285,0,0.4,0.0,1
0.36363636363636365,0,0.8,0.7142857142857142,0,0.4,0.4,0
0.5454545454545454,0,0.6000000000000001,0.5714285714285714,1,0.4666666666666667,0.9,0
0.2727272727272727,1,0.8,0.42857142857142855,0,0.4666666666666667,0.6000000000000001,0
0.7272727272727273,1,0.0,0.14285714285714285,1,0.4,0.0,1
0.4545454545454546,1,0.0,0.14285714285714285,1,0.4,0.0,1
0.7272727272727273,1,0.30000000000000004,0.14285714285714285,1,0.06666666666666667,0.6000000000000001,1
0.18181818181818182,1,0.8,0.5714285714285714,0,0.6666666666666666,0.4,0
0.36363636363636365,0,0.5,0.8571428571428571,0,0.9333333333333333,0.8,0
0.18181818181818182,1,0.9,0.7142857142857142,0,0.8666666666666667,0.7000000000000001,0
0.09090909090909091,1,0.5,1.0,0,0.9333333333333333,0.8,0
0.36363636363636365,0,0.2,0.0,0,0.2,0.2,1
0.6363636363636364,1,0.2,0.42857142857142855,1,0.4,0.2,1
0.36363636363636365,1,0.5,0.5714285714285714,1,0.6,0.30000000000000004,1
0.2727272727272727,0,0.7000000000000001,0.7142857142857142,1,1.0,0.7000000000000001,0
0.09090909090909091,0,0.5,1.0,0,0.8,0.30000000000000004,0
0.0,0,0.5,0.42857142857142855,0,0.4666666666666667,0.4,0
0.2727272727272727,0,0.9,0.5714285714285714,0,0.6,0.6000000000000001,0
0.18181818181818182,1,0.4,0.5714285714285714,0,0.3333333333333333,0.9,0
0.9090909090909092,1,0.6000000000000001,0.5714285714285714,1,0.26666666666666666,0.5,1
0.7272727272727273,1,0.1,0.0,1,0.6,0.0,1
0.09090909090909091,0,0.5,0.42857142857142855,0,0.6,0.8,0
0.8181818181818182,0,0.4,0.0,0,0.4666666666666667,0.1,1
0.5454545454545454,0,1.0,0.8571428571428571,1,0.4,0.5,0
0.8181818181818182,0,0.6000000000000001,0.2857142857142857,1,0.06666666666666667,0.2,1
0.18181818181818182,0,1.0,0.8571428571428571,0,0.8,0.30000000000000004,0
0.7272727272727273,1,0.1,0.0,1,0.6,0.30000000000000004,1
0.36363636363636365,0,0.1,0.14285714285714285,0,0.4,0.4,1
0.09090909090909091,1,0.6000000000000001,0.7142857142857142,1,0.5333333333333333,0.7000000000000001,0
0.2727272727272727,1,0.4,0.42857142857142855,1,0.4666666666666667,0.30000000000000004,1
0.0,0,0.4,0.8571428571428571,1,0.3333333333333333,0.5,0
0.4545454545454546,0,0.5,0.8571428571428571,1,0.6,0.30000000000000004,0
0.2727272727272727,1,0.6000000000000001,0.0,0,0.5333333333333333,0.30000000000000004,1
0.6363636363636364,1,0.2,0.42857142857142855,1,0.4666666666666667,0.6000000000000001,1
0.9090909090909092,1,0.4,0.14285714285714285,0,0.2,0.30000000000000004,1
0.2727272727272727,1,0.9,1.0,1,0.9333333333333333,0.5,0
1.0,0,0.0,0.14285714285714285,1,0.3333333333333333,0.4,1
0.4545454545454546,1,0.4,0.42857142857142855,1,0.9333333333333333,0.30000000000000004,0
0.18181818181818182,0,0.5,0.5714285714285714,0,0.8,0.5,0
0.4545454545454546,0,0.4,0.0,1,0.26666666666666666,0.1,1
0.0,0,0.6000000000000001,0.8571428571428571,0,0.4666666666666667,0.30000000000000004,0
1.0,1,0.0,0.5714285714285714,1,0.06666666666666667,0.30000000000000004,1
0.4545454545454546,0,0.8,0.5714285714285714,0,0.6,0.6000000000000001,0
0.6363636363636364,1,0.1,0.5714285714285714,1,0.13333333333333333,0.1,1
0.09090909090909091,0,0.8,1.0,1,0.8,0.5,0
0.9090909090909092,0,0.2,0.2857142857142857,0,0.5333333333333333,0.4,1
0.5454545454545454,1,0.5,0.42857142857142855,0,0.6,0.0,1
0.5454545454545454,1,0.5,0.7142857142857142,0,0.7333333333333333,0.9,0
0.5454545454545454,1,0.4,0.5714285714285714,1,0.06666666666666667,0.4,1
0.2727272727272727,1,0.6000000000000001,0.14285714285714285,1,0.4666666666666667,0.4,1
0.4545454545454546,0,1.0,0.5714285714285714,0,0.4,0.9,0
0.6363636363636364,0,0.30000000000000004,0.42857142857142855,1,0.06666666666666667,0.30000000000000004,1
0.0,0,0.4,0.5714285714285714,0,0.6666666666666666,0.4,0
0.36363636363636365,1,0.6000000000000001,0.5714285714285714,1,0.13333333333333333,0.30000000000000004,1
0.2727272727272727,0,0.6000000000000001,0.42857142857142855,0,0.4666666666666667,0.5,0
0.8181818181818182,1,0.5,0.14285714285714285,1,0.0,0.2,1
0.0,0,1.0,1.0,0,0.5333333333333333,1.0,0
0.5454545454545454,1,0.2,0.2857142857142857,1,0.4666666666666667,0.30000000000000004,1
0.36363636363636365,1,0.8,0.7142857142857142,1,0.4666666666666667,0.30000000000000004,0
0.18181818181818182,0,0.5,0.8571428571428571,1,0.4,0.7000000000000001,0
0.0,0,0.7000000000000001,0.5714285714285714,1,1.0,1.0,0
1.0,1,0.4,0.2857142857142857,1,0.2,0.6000000000000001,1
0.36363636363636365,0,0.8,0.8571428571428571,1,0.5333333333333333,0.8,0
0.0,0,1.0,0.42857142857142855,0,0.5333333333333333,0.6000000000000001,0
0.4545454545454546,0,0.7000000000000001,1.0,0,0.8,1.0,0
0.36363636363636365,0,0.8,0.5714285714285714,0,0.4,0.8,0
0.5454545454545454,0,0.6000000000000001,1.0,1,0.6666666666666666,0.30000000000000004,0
0.7272727272727273,1,0.0,0.0,0,0.3333333333333333,0.5,1
0.5454545454545454,1,0.1,0.42857142857142855,0,0.0,0.0,1
0.36363636363636365,0,0.8,0.8571428571428571,0,0.7333333333333333,0.4,0
0.8181818181818182,0,0.1,0.14285714285714285,1,0.6,0.6000000000000001,1
0.2727272727272727,1,0.4,0.2857142857142857,1,0.5333333333333333,0.5,1
0.5454545454545454,0,0.4,0.5714285714285714,1,0.8,0.4,0
0.5454545454545454,1,0.2,0.2857142857142857,1,0.2,0.5,1
0.7272727272727273,1,0.2,0.0,0,0.06666666666666667,0.5,1
0.8181818181818182,1,0.0,0.5714285714285714,1,0.13333333333333333,0.6000000000000001,1
0.5454545454545454,1,0.4,0.5714285714285714,1,0.13333333333333333,0.30000000000000004,1
0.7272727272727273,1,0.5,0.5714285714285714,1,0.5333333333333333,0.2,1
0.2727272727272727,0,0.6000000000000001,1.0,0,0.3333333333333333,0.9,0
0.2727272727272727,1,0.6000000000000001,0.14285714285714285,1,0.2,0.4,1
0.5454545454545454,1,0.1,0.0,1,0.5333333333333333,0.30000000000000004,1
0.6363636363636364,1,0.30000000000000004,0.14285714285714285,1,0.2,0.5,1
0.09090909090909091,1,0.5,1.0,0,0.4,1.0,0
0.5454545454545454,0,0.5,0.8571428571428571,1,0.7333333333333333,0.4,0
0.36363636363636365,0,0.4,0.5714285714285714,1,0.3333333333333333,0.30000000000000004,1
0.5454545454545454,0,1.0,0.42857142857142855,0,0.7333333333333333,0.8,0
0.18181818181818182,0,0.7000000000000001,0.5714285714285714,1,0.6,0.9,0
0.2727272727272727,0,0.8,0.7142857142857142,1,0.6666666666666666,0.8,0
1.0,1,0.30000000000000004,0.2857142857142857,1,0.5333333333333333,0.5,1
1.0,1,0.6000000000000001,0.5714285714285714,1,0.0,0.0,1
0.9090909090909092,1,0.6000000000000001,0.42857142857142855,1,0.2,0.1,1
0.36363636363636365,0,0.4,0.42857142857142855,0,0.0,0.6000000000000001,1
0.4545454545454546,0,0.6000000000000001,1.0,0,0.4666666666666667,0.8,0
0.5454545454545454,1,0.2,0.2857142857142857,0,0.5333333333333333,0.1,1
0.0,0,1.0,0.7142857142857142,0,0.6666666666666666,0.6000000000000001,0
0.4545454545454546,0,0.5,0.5714285714285714,1,0.8,0.4,0
0.0,0,0.8,1.0,1,0.4,0.30000000000000004,0
0.5454545454545454,1,0.5,0.5714285714285714,0,0.9333333333333333,1.0,0
0.0,0,0.4,0.8571428571428571,0,0.4666666666666667,0.9,0
0.6363636363636364,1,0.0,0.14285714285714285,1,0.06666666666666667,0.1,1
0.7272727272727273,1,0.0,0.0,1,0.5333333333333333,0.4,1
0.5454545454545454,0,0.7000000000000001,0.5714285714285714,0,0.5333333333333333,0.8,0
0.4545454545454546,1,0.8,0.42857142857142855,0,1.0,0.30000000000000004,0
0.7272727272727273,1,0.4,0.0,1,0.4,0.6000000000000001,1
0.18181818181818182,0,0.4,0.42857142857142855,0,0.3333333333333333,0.5,0
0.7272727272727273,0,0.2,0.14285714285714285,1,0.5333333333333333,0.2,1
0.09090909090909091,1,0.5,0.8571428571428571,0,0.9333333333333333,0.30000000000000004,0
0.6363636363636364,1,0.4,0.42857142857142855,1,0.4,0.5,1
0.36363636363636365,1,0.2,0.5714285714285714,1,0.4,0.6000000000000001,1
0.2727272727272727,1,0.7000000000000001,0.7142857142857142,0,0.5333333333333333,0.7000000000000001,0
0.4545454545454546,0,0.9,1.0,0,0.6,0.6000000000000001,0
0.4545454545454546,1,0.1,0.42857142857142855,1,0.06666666666666667,0.0,1
0.2727272727272727,1,0.9,0.7142857142857142,0,0.9333333333333333,0.9,0
0.5454545454545454,0,0.4,0.5714285714285714,0,0.8,0.6000000000000001,0
0.5454545454545454,0,0.5,0.0,1,0.6,0.6000000000000001,1
0.36363636363636365,0,0.9,1.0,1,0.8666666666666667,0.4,0
0.5454545454545454,0,0.5,0.42857142857142855,1,0.8,1.0,0
0.2727272727272727,0,0.4,0.42857142857142855,1,0.13333333333333333,0.30000000000000004,1
0.8181818181818182,1,0.1,0.2857142857142857,1,0.0,0.6000000000000001,1
0.6363636363636364,0,0.2,0.42857142857142855,1,0.4,0.4,1
0.4545454545454546,0,1.0,0.7142857142857142,0,1.0,0.4,0
0.4545454545454546,0,0.4,0.42857142857142855,1,0.4666666666666667,0.9,0
0.09090909090909091,0,0.9,1.0,1,0.3333333333333333,0.5,0
0.2727272727272727,1,0.7000000000000001,0.5714285714285714,0,0.7333333333333333,0.7000000000000001,0
0.5454545454545454,0,0.0,0.42857142857142855,0,0.4666666666666667,0.0,1
0.4545454545454546,0,0.7000000000000001,1.0,0,0.4,0.6000000000000001,0
0.2727272727272727,0,0.8,0.5714285714285714,0,0.9333333333333333,0.5,0
0.7272727272727273,0,0.30000000000000004,0.14285714285714285,1,0.13333333333333333,0.1,1
0.4545454545454546,0,0.9,0.8571428571428571,0,0.6,0.7000000000000001,0
0.5454545454545454,0,1.0,0.5714285714285714,0,0.8666666666666667,0.9,0
0.2727272727272727,1,0.30000000000000004,0.2857142857142857,1,0.4,0.30000000000000004,1
0.4545454545454546,1,0.7000000000000001,0.42857142857142855,1,0.6,0.6000000000000001,0
0.7272727272727273,0,0.6000000000000001,0.0,1,0.3333333333333333,0.30000000000000004,1
0.5454545454545454,1,0.1,0.5714285714285714,1,0.26666666666666666,0.1,1
0.0,0,0.6000000000000001,0.7142857142857142,0,0.7333333333333333,0.4,0
0.36363636363636365,1,0.2,0.2857142857142857,1,0.26666666666666666,0.30000000000000004,1
0.2727272727272727,0,0.1,0.5714285714285714,1,0.4666666666666667,0.1,1
0.7272727272727273,0,0.6000000000000001,0.42857142857142855,1,0.26666666666666666,0.2,1
0.36363636363636365,0,0.5,0.42857142857142855,1,0.6,0.0,1
1.0,1,0.0,0.42857142857142855,1,0.0,0.5,1
0.7272727272727273,1,0.30000000000000004,0.2857142857142857,1,0.3333333333333333,0.0,1
0.36363636363636365,0,0.8,0.5714285714285714,0,0.5333333333333333,0.7000000000000001,0
0.5454545454545454,1,0.30000000000000004,0.5714285714285714,0,0.06666666666666667,0.30000000000000004,1
0.18181818181818182,0,0.8,0.7142857142857142,0,0.8666666666666667,0.4,0
0.36363636363636365,0,0.6000000000000001,0.0,1,0.5333333333333333,0.2,1
0.0,0,0.9,0.7142857142857142,0,0.3333333333333333,0.6000000000000001,0
0.8181818181818182,0,0.4,0.42857142857142855,1,0.2,0.30000000000000004,1
0.7272727272727273,1,0.6000000000000001,0.5714285714285714,1,0.13333333333333333,0.6000000000000001,1
0.2727272727272727,0,1.0,1.0,0,0.6,0.8,0
0.09090909090909091,0,0.8,1.0,1,0.9333333333333333,1.0,0
0.36363636363636365,0,0.8,0.5714285714285714,0,0.6,0.7000000000000001,0
0.6363636363636364,1,0.30000000000000004,0.0,0,0.26666666666666666,0.30000000000000004,1
0.8181818181818182,0,0.5,0.42857142857142855,1,0.06666666666666667,0.2,1
0.36363636363636365,0,0.9,0.5714285714285714,1,0.3333333333333333,0.30000000000000004,0
0.2727272727272727,1,0.0,0.0,1,0.0,0.1,1
0.9090909090909092,1,0.2,0.14285714285714285,1,0.3333333333333333,0.0,1
0.0,0,0.8,0.7142857142857142,0,0.3333333333333333,0.9,0
0.36363636363636365,0,1.0,0.7142857142857142,0,0.4666666666666667,1.0,0
0.0,1,0.8,0.5714285714285714,0,0.5333333333333333,0.5,0
0.4545454545454546,1,0.30000000000000004,0.2857142857142857,0,0.26666666666666666,0.4,1
0.7272727272727273,1,0.1,0.42857142857142855,1,0.4666666666666667,0.0,1
0.09090909090909091,0,0.6000000000000001,0.42857142857142855,0,0.5333333333333333,0.8,0
0.0,1,1.0,0.5714285714285714,0,0.5333333333333333,0.6000000000000001,0
0.09090909090909091,0,0.8,0.8571428571428571,0,0.9333333333333333,0.9,0
0.09090909090909091,0,0.4,0.7142857142857142,0,0.9333333333333333,0.30000000000000004,0
0.7272727272727273,0,0.30000000000000004,0.5714285714285714,1,0.13333333333333333,0.5,1
0.36363636363636365,0,0.9,0.42857142857142855,0,0.4,0.7000000000000001,0
0.4545454545454546,0,0.9,0.8571428571428571,0,0.6666666666666666,0.8,0
0.0,1,0.8,1.0,0,0.6,0.9,0
0.36363636363636365,0,0.2,0.42857142857142855,1,0.26666666666666666,0.4,1
0.18181818181818182,0,0.6000000000000001,1.0,0,0.8666666666666667,1.0,0
0.5454545454545454,0,0.5,0.42857142857142855,1,0.4666666666666667,0.30000000000000004,0
0.9090909090909092,0,0.1,0.14285714285714285,1,0.6,0.4,1
0.8181818181818182,1,0.1,0.0,1,0.5333333333333333,0.30000000000000004,1
0.7272727272727273,1,0.1,0.42857142857142855,1,0.5333333333333333,0.1,1
0.0,0,0.6000000000000001,0.7142857142857142,1,0.5333333333333333,0.9,0
0.2727272727272727,0,0.9,0.7142857142857142,0,0.6666666666666666,0.7000000000000001,0
0.9090909090909092,0,0.1,0.42857142857142855,0,0.2,0.0,1
0.5454545454545454,0,0.9,0.7142857142857142,0,0.9333333333333333,0.9,0
0.5454545454545454,0,0.1,0.14285714285714285,1,0.13333333333333333,0.0,1
0.4545454545454546,0,0.8,0.8571428571428571,1,0.6666666666666666,0.7000000000000001,0
0.2727272727272727,0,0.8,0.8571428571428571,0,0.3333333333333333,0.9,0
0.09090909090909091,0,0.4,0.7142857142857142,1,1.0,0.30000000000000004,0
0.7272727272727273,1,0.0,0.42857142857142855,1,0.3333333333333333,0.6000000000000001,1
0.8181818181818182,1,0.4,0.0,1,0.6,0.1,1
0.36363636363636365,0,0.9,1.0,0,1.0,0.7000000000000001,0
0.36363636363636365,0,0.6000000000000001,0.5714285714285714,1,0.6,0.6000000000000001,0
0.36363636363636365,0,0.8,0.8571428571428571,0,0.5333333333333333,0.8,0
0.5454545454545454,0,0.4,0.42857142857142855,0,0.8666666666666667,0.8,0
1.0,1,0.0,0.42857142857142855,0,0.4666666666666667,0.30000000000000004,1
